Gene	Count
OGFOD2	10
UBQLN2	0
TMEM140	5
LRCH4	9
CAPN13	14
LRRC25	3
OSR2	0
GPR137C	1
LGALS3	8
BABAM1	1
NUDT6	7
GIMAP5	5
DUS2	2
USP2	6
ANKFY1	10
MANBAL	0
RAB26	2
ZNF324	16
JAKMIP3	5
KRTAP12-4	1
TBX2	7
PPP2R3A	3
F9	0
NUAK2	11
EFHB	4
LRRC20	2
DUSP6	1
NME8	2
DDC	2
ARL2BP	1
LOXL4	12
NINJ2	5
L3MBTL4	12
HSPA8	9
TMEM176B	5
AC124890.1	0
CNBP	4
TREH	4
ZFYVE27	3
BLOC1S4	0
RPS8	0
BCL6B	9
ZNF655	0
KCNH1	10
FAM89A	2
TEAD1	7
SOGA3	13
MAGEE1	0
NDFIP1	3
C1orf64	4
AC015987.2	1
CYP19A1	6
OR2J2	2
EIF2S2	3
TRAJ46	0
COX7A2L	1
AC136297.1	0
LPPR5	2
DYNC2H1	15
HNRNPA1	14
CKAP4	4
IGLV5-37	0
ANAPC10	1
LEUTX	0
PRR5,ARHGAP8,PRR5-ARHGAP8	0
PTH2R	6
MAFK	0
KLHL28	6
AMICA1	1
C2orf66	0
LRRC8C	5
OR7A5	2
FAM206A	0
FAM92B	4
MUC12	6
ZNF66	0
EPS8L2	13
CADPS	21
PSMD6	2
ZNF507	4
SOX2	10
GPRIN1	20
RND2	2
MAPK4	4
UCN3	1
SDIM1	1
B3GNT2	4
UBA5	1
WDR34	10
OR56A3	0
SBF2	19
SYNGAP1	14
POU4F1	2
L2HGDH	10
WISP3	3
ZNF430	0
NOXRED1	6
PPL	12
OR51F1	0
NECAP2	5
PPARD	6
PIGT	5
IKZF5	2
DRG2	3
VSTM5	0
ASB7	2
RHEB	1
CSNK1A1	3
OR9Q2	6
OTC	0
KIAA0513	5
FPR2	0
IL7R	4
GRIP1	12
ARF6	0
TSHZ3	10
SPAG6	3
IFITM5	3
VTN	6
FADS3	1
EIF1AX	0
ZNF689	9
HADH	3
RAB39A	2
APBB1IP	7
AAMDC	5
STAT5A	4
LONRF1	1
LRP10	16
CECR6	4
CCDC3	3
TLE6	8
GNA14	4
PGR	11
LXN	2
MDK	0
ZNF652	3
ALDH1B1	11
LEFTY1	2
CCND2	2
CEP55	1
STARD9	12
RPS23	2
EDARADD	1
MSRA	5
MYO7B	30
CDADC1	4
CCDC168	4
RP11-867G23.8	0
TEX36	0
SLC16A6	7
SYTL4	0
IL1A	0
HIST1H3G	0
COX10	5
CRHR1	4
SSR3	1
ZNF593	1
USP13	10
B2M	1
AGBL4	2
PPIL4	4
GOLGA8O	0
FJX1	5
MMP2	17
SFT2D2	0
PIK3AP1	5
BCKDK	4
TACR2	2
ZWILCH	2
C6orf100	0
SPRR2A	0
APOO	0
ERP29	3
AC106876.2	1
R3HDM2	5
CHURC1-FNTB,FNTB	8
AL354993.1	1
TMEM189-UBE2V1,UBE2V1,TMEM189	3
TGFB1I1	8
C14orf178	0
SPATA33	0
TTYH1	8
KAAG1	1
CCDC107	6
CDK16	0
G6PC	2
SULT1A1	1
IL33	4
MYH14	15
CCDC174	5
C9	9
LGALS9B	0
C6orf123	0
KAT2B	9
VSX1	6
SRSF11	5
ST8SIA3	2
EBF3	5
NCL	12
ZER1	6
DDN	14
FZD5	6
KIAA1430	3
PRAMEF14	0
IGKV1-6	0
CCIN	8
CHST4	0
CCDC134	3
CCNT2	4
ZNF805	10
STK25	10
SLC39A14	5
HPCAL1	3
MRPS25	1
NOSIP	2
UTP3	6
BEST3	4
OR6C70	1
PPM1M	2
SLC25A51	0
CPSF7	1
ZNF2	3
FAM188B2	0
CDH4	20
MRPL23	2
LSM2	0
SLC39A13	9
SLC25A10,MRPL12	1
NKX6-2	5
MYOF	24
RUFY2	2
CACNG3	8
MED12L	13
GYLTL1B	6
ZNF738	0
RCOR3	2
PRMT5	3
MRPS6	0
STIM1	9
CARD17	0
MUC6	26
PLEKHA6	9
MED23	7
SERPINA11	3
C2orf42	6
ARHGEF37	4
CC2D2B	0
PLA2G2F	1
PLEKHH3	15
BMP8B	1
ABCG1	9
HIST2H2BE	3
HIRIP3	7
CMTM7	0
RBM24	1
EOMES	17
LRP4	21
PNCK	0
KCNJ6	5
CARD18	0
ICMT	1
MARVELD3	9
ZNF600	0
POLR3A	11
RFFL,RAD51L3-RFFL	1
C17orf85	3
HOOK1	4
CCR6	5
TCOF1	21
ZBTB46	16
KLHDC7B	8
SPA17	3
CTC-479C5.12	0
SLC1A6	3
AGTPBP1	10
SUPT20H	2
TEKT5	1
NEB	37
AKR1C1	1
GOLGA8S	0
ZNF347	7
SERPINA3	4
RHOH	5
GABRA2	4
ABL1	20
ELFN2	14
SCUBE3	13
APOF	3
MTUS1	8
OR51B2	4
ZNF418	0
FGA	13
HIST1H3B	2
SKOR2	3
ADIRF	2
NOP56	7
ABCF3	7
TCP11L1	2
ADAM22	17
ABHD17A	0
MCL1	8
STK19	7
CRMP1	7
CD27	2
LEAP2	1
NT5C2	3
GIPC1	11
GLS	6
CCT8	3
STAG2	0
GCLC	7
FATE1	0
CCDC110	1
DACH1	6
C12orf29	0
PISD	5
TRGV9	1
IFT81	1
INHBA	1
RPL23	2
MPZL3	2
TBXA2R	8
PVALB	2
MED8	2
SLC36A3	4
CCDC178	2
TLE2	13
VKORC1L1	1
OR10P1	3
RAP1GAP	9
SPCS3	3
ZNF254	6
VNN1	3
CHEK2	5
RAI1	35
LY75-CD302,LY75	12
C10ORF68	0
CLK3	4
SLCO5A1	12
LCE3D	7
ACAP2	3
PIKFYVE	17
TWIST1	0
AP2B1	3
PAN3	4
FCGR1A	0
CDH8	8
CCDC108	15
FOSL2	6
RNF216	11
CFC1	0
PEX19,DCAF8	2
FAM65B	7
C21orf67	0
PRKX	0
ERP27	8
RPS6KB2	7
RPS19BP1	3
ARAP2	12
CHKB	1
FGF1	3
CNR2	3
BTBD6	5
ANKRD34A	12
IL36B	0
CALHM1	5
GLIPR1L1	2
BCL2L2	0
TARSL2	5
GPX7	2
PPP2R3C	2
CTF1	0
KCTD21	2
RP11-315O6.2	1
B4GALT5	4
PCGF2	2
CDC42EP5	1
GNPDA2	0
ITIH1	11
UGT2B15	2
SYT3	15
AP003733.1	0
NBPF20	0
TTC13	7
SRP19,CTC-487M23.8	0
SERPIND1	6
RALA	3
C17orf49,RNASEK-C17orf49	2
CD8A	2
ELOVL7	2
USP35	12
RP11-505K9.4,MLYCD	2
SUCLG1	2
DCP1B	3
CXCL2	1
DYNC1I1	6
NLRP11	9
BCAS1	5
HERC6	10
MAPK9	5
HBS1L	7
ARPC4-TTLL3,ARPC4	0
ATP2A3	14
AEN	4
CHN1	3
HIPK3	11
LTBP1	29
BRIP1	11
NANOGNB	0
PLD4	6
NDUFB4	0
POLR1B	8
TMEM126B	1
RP11-321F6.1	0
DENR	1
BPIFB4	9
SNX19	7
TMEM179B	2
CALCRL	3
CLDN25	2
C15orf65	0
HLA-DQA2	0
DEFB136	3
RGS5	0
OR5H8P	0
MPV17L	0
CEP192	25
INPP5K	5
TMEM256,C17orf61-PLSCR3	0
CMTM3	2
CCDC11	3
CNOT3	10
ZNF74	16
RP11-507M3.1,FAM228B	0
TBC1D9	14
UPF2	10
TXNL4A	2
CPT1B	11
MCMBP	1
HEXB	2
ARHGAP17	9
HMCES	3
SIN3B	6
ZNF726	9
EPHA4	15
LMAN2	7
AC068533.7,CRCP	0
AL118506.1	1
PGLYRP3	7
LDHD	12
HS2ST1,RP5-1052I5.2	3
PIP5K1C	15
SERTAD4	3
ATP2B2	18
IPMK	7
AIRE	9
NXPH3	1
C7orf69	0
CALCOCO2	2
FAM43B	3
MIEF1	3
OR13F1	2
WDR3	7
FAM3D	4
MS4A3	2
KRT32	3
NFIX	2
NUCKS1	3
PDGFA	0
MMP23B	0
ITGA11	15
ADAM20	14
NACC1	8
DDX41	7
IGKV2D-40	0
ARNT2	12
CCDC137	1
ESD	3
MRGPRX3	3
TET1	12
KCNJ16	5
RPL3L	7
FBXW11	1
PKIA	0
RP11-872D17.8,PRG2	0
DEPDC7	0
DRC1	4
TRIM6-TRIM34,TRIM6	2
SLCO1B7,RP11-125O5.2	0
RAB5B	0
IGKV1D-12	0
CTD-2215E18.1	1
UGP2	4
GRIA1	12
IFNA13	0
KLF7	2
PTN	2
C1orf116	3
FURIN	17
ITGB1BP2	0
LGALS3BP	7
OR6X1	7
FMO2	2
WFDC8	3
STRA13	3
ZNF648	9
PTP4A2	1
EIF3L	2
RBP1	1
POLR2G	3
PATL2	0
TRMT10B	4
COL6A5	17
CNTF	1
PPP1R3G	4
IFIT1B	6
SERPINF1	5
AL158091.1	0
ARHGAP28	6
NRAS	2
CHMP3,RNF103-CHMP3	2
TRIM27	3
TLN1	23
BGN	0
CGREF1	3
DBNDD1	5
CCDC144A,RP11-219A15.1	0
IFFO1	5
IGLV4-60	4
C9orf66	3
PCNA	1
ARL10	3
NOL9	5
BEND5	2
SYVN1	7
TRIM65	5
NUP205	22
FCAMR	5
RPL26L1	0
NKX3-2	11
DPPA3	1
VNN3	3
ZBTB1	3
OR4C5	4
AC026703.1	1
C4orf32	2
CTNNBIP1	1
RP5-1052I5.2	0
LY6K	0
IGFALS	12
UBE3B	9
HP1BP3	6
RP11-664I21.6	0
SNX24	0
TGIF2-C20orf24,C20orf24	0
MSMO1	2
OAZ1	9
AL645608.1	0
NTM	2
MPP7	4
TAS2R7	3
DKK2	3
CACNA1E	25
C1R	9
SLC22A18	5
GMPR2	2
IGHJ5	0
MIP	4
CHORDC1	2
RPA3-AS1	1
HCFC1	0
FAM114A1	8
H1F0	3
TESPA1	1
SULT2A1	3
LSAMP	4
GABRA5	4
EYS	3
TLX1	2
WDR89	2
WDR90	31
FCAR	1
RERGL	1
LYPD6	3
FAM83E	9
TUBB3,MC1R	0
FAHD2A	1
RPS10,RPS10-NUDT3	1
OR1N1	1
RWDD3	0
TRPC7	7
FAM214A	7
RANBP3L	1
SLC9A2	5
SIGLEC14	3
MZT2B	4
ARSJ	8
MARK2	9
EPHA8	10
KIAA1432	13
DOC2A	14
RP1-27O5.3	0
ZNF678	4
NOP16	1
KIAA1324L	9
OR2Z1	4
IRF2BP2	15
YIPF2	1
CISD2	0
ITPRIP	13
SCP2D1	0
CNIH2	0
PDK2	6
ZHX3	8
NUTM2G	0
ZNF705D	0
AATK	26
FBLN5	4
MEIOB	2
SMPD1	11
CTC-512J12.6,ZNF112	2
TCTEX1D1	0
SLCO1C1	7
MGAT4B	8
SYK	8
OR52I2	3
CGB8	0
IRX2	13
GALNT2	5
DYNC1I2	1
ZNF528	2
MOV10	10
CPT1A	11
CACNB4	5
DENND1A	15
INO80E	1
TMEM246	2
SFXN3	3
ANKDD1A	6
ATP1B1	5
ANKRD13A	3
APPL1	3
KIAA0391	6
BRIX1	0
CTD-2369P2.12,RAVER1	1
MCUR1	2
TMUB2	6
UBA52	1
SQRDL,RP11-96O20.4	4
SPAG4	6
ERI1	2
PRKCA	6
OR1B1	2
SLC7A11	3
RRP12	13
METTL12	3
EIF1	1
AUTS2	16
PDF	0
NDUFA4L2	0
TIMELESS	5
HIST1H2BJ	6
SOX4	12
CD82	12
TRAJ36	0
HMGCR	5
SAMD14	2
CCT6A	5
SEMA4A	17
ADIPOR1	7
TSRM	0
C19orf81	1
NTRK3	8
MAPK8IP2	7
TRAJ48	0
COX7B2	0
ROBO1	18
RALBP1	1
FBXO48	0
TSC22D1	15
RAB3A	5
NR2E1	2
PANK4	11
RASD1	3
DIABLO	0
CKMT1B	3
CCNI2,SEPT8	0
RFX7	4
ZNF658	3
TRAJ42	0
PTP4A1	1
RGS19	1
NCAPH	5
TRAV29DV5	1
CDK5R2	5
GK2	7
FAM81B	5
IL18R1	2
ST6GAL2	5
SMOX	10
CCDC132	4
ARHGAP21	17
ZNF24	5
DPP8	8
MPV17L,RP11-1021N1.1	0
GDF6	5
CPD	11
ANKRD24	14
PYGO2	9
FAM136A	0
RP11-758M4.1	0
RANBP10	7
TIMD4	1
POLR2B	11
PPP1R18	9
NPHS2	4
VPS8	5
ZNF268	6
DNAJC10	6
ZNF462,RP11-508N12.4	0
SCLY	6
PCP2	3
SLITRK1	7
NBPF14	1
SLC18A2	5
RPTOR	12
TEX38	1
CENPO	1
MORF4L1	2
KCNMB3	1
NLRP12	21
ASIC4	12
CHFR	3
ENPEP	5
ARFGAP1	9
FAM110D	0
RNASE4	4
ALPI	14
PUS1	12
AQP4	5
TMA7	1
SH3RF1	5
KPNA2	5
AVPR2	0
TNFRSF8	2
C1orf204	1
MICAL1	8
RP11-625H11.1	0
AGAP8	0
MTFR1L	0
SNRNP35	4
RP11-766F14.2	5
ZNF235	7
CDC14B	3
UBA3	6
PRAC1	1
SV2B	5
RAC2	3
IMPDH1	7
RBMS3	4
CCL4L2	0
AVPR1B	4
MAGEB17	0
PPIP5K2	5
TOMM34	2
POLR1A	19
CHPF	8
MTG2	12
LY6G6E	0
TUT1,MIR3654	4
MELK	3
REEP2	4
DCLRE1C	3
ANKRD9	0
GBP7	5
UBE3A	5
TRAC	0
PCDHGB7	6
LRRC15	7
POU3F4	0
RPN1	4
SPAG11B	0
OR10C1	5
IL22RA2	2
ST7L	3
PDHB	7
MAP3K9	13
DDB2	2
ZCCHC10	0
SLC25A23	10
SP140L	3
TFPT	4
PLAC8	0
ACSL1	11
AP001350.1	0
NKD2	4
RARA	5
ZNF384	7
RAB3D	3
LYPD2	1
PROP1	0
PDE6A	7
LYST	22
CTC-490E21.12,EGLN2	4
SLC9A1	7
KRTAP2-3	0
RP11-127H5.1	0
PARP9	5
TDRD9	10
FER1L6	13
FMO3	4
VKORC1,RP11-196G11.1	3
SLC38A5	0
YLPM1	22
C6orf211	5
UBE2U	1
PATE4	1
MON1A	7
ZNRD1	2
OR52B6	1
PXK	5
CD274	2
COL4A4	69
PATZ1	14
ZKSCAN5	11
KRTAP26-1	3
APLNR	8
TCIRG1	13
MRPS5	6
RAD51D	4
MAP4K3	10
RPL32	1
OSBPL1A	8
KPNA1	7
RP11-763F8.1	0
C9orf41	1
CEACAM8	4
AC011530.4,DMPK	1
ALS2CR12	2
INMT-FAM188B,INMT	2
GIN1	3
ARRDC5	2
HELZ2	38
TRIM56	17
EHD1	10
SPANXC	0
ALDH3B2	11
GPR152	6
PASD1	0
CD300A	2
EIF3D	4
ARMC8	2
CRB2	12
IGLV3-16	2
HSD17B7	4
EIF4E1B	3
PSG6	3
ANKRD36	3
LTB4R2	5
TRAV41	1
ZFHX3	84
IRAK4	1
LIN28A	3
CPNE6	5
METTL20	2
EYA1	3
WFDC9	0
URI1	3
MAGEH1	0
GPA33	5
PA2G4,RP11-603J24.9	0
UACA	5
TRIM15	0
DMRTA2	10
KLLN	1
COL20A1	22
ZAN	34
SULT1C3	2
ITGA7	22
HIST1H3D	0
RAB4B-EGLN2,RAB4B	2
ZNF540	6
RAPGEF1	15
OVGP1	12
SLC22A9	4
C11orf87	1
IGLV1-47	0
RAB40A	0
R3HCC1L	7
TCL1A	1
EPB41L4B	3
NMD3	3
GCSH	1
PCDHGA1	9
TRAF6	2
TRGJP1	0
MATR3	7
TMEM126A	0
ZFYVE16	13
ACSF2	6
CASR	10
CTB-96E2.2,VTN	0
FAM115A	6
ZMYM6NB	0
C6	14
POLE	21
GIMAP8	11
PIK3R4	8
TST	2
RBM34	1
SLC25A20	2
TSPAN12	0
AMN	8
C16orf92	0
RP11-474G23.1	4
FAM131A	4
SPG11	24
HCN3	8
TUSC5	2
HDAC6	0
BTF3L4	1
TSEN2	5
ARHGEF25	9
ACSM1	6
RAB3IP	2
NUPR1	1
ZNF121	4
EMC8	2
CLYBL	4
KLK6	0
TMC1	6
ADAM33	13
CBR1	5
SLC44A4	8
FAM151B	2
ASCL3	1
AARD	3
STARD8	0
FBLN2	19
PTPLA	0
C12orf49	3
SCN4A	16
PHKA2	0
PSMG2	4
OR13C3	2
PGPEP1L	3
AKAP13	35
IFRD1	4
XG	0
HNF4G	4
SLC44A2	9
LAMA5	71
MBLAC2	6
ZPLD1	3
SLC39A1	6
PDCD2	1
ABI3BP	5
CHD1L	12
ACAN	37
PRC1	2
IGKV3D-15	0
CCDC115	1
ATP6V0D1	1
FAM161A	3
CCDC47,RP11-51F16.8	0
PFN2	0
LSM3	3
AP5Z1	12
USP34	18
HCN1	14
TRAPPC9	19
GFRA1	3
SLC4A8	14
PPRC1	14
KIR3DL1	0
STAM	3
GSTP1	0
CYP4X1	0
TRBV24-1	5
OR7E24	2
DHX16	9
WDR54	4
FAM24A	0
MEX3A	9
HAUS6	6
AC027309.1	0
RSBN1L	2
OR4N2	0
CENPP	2
ST6GALNAC2	6
SEMA4C	7
USP26	0
RANGRF	1
C20orf195	4
AL135998.1	0
IFNA6	0
CTC-360G5.8,FBXO17	4
OR4A47	0
KLRC2	0
TXNRD2	12
CGB7	1
SYNPO2	7
TNFRSF10C	2
ETS2	4
RAPGEF6,CTC-432M15.3	0
ADCYAP1R1	1
AC005493.1	0
RAB39B	0
GALNT16	1
ENO3	10
PSMC3	4
FAM98C	8
RBM17	6
SLC22A1	11
C4A	3
SGTA	6
FAM13A	4
UCMA	0
EMCN	1
TJP2	19
LDB2	3
ZBTB7A	12
PAX1	14
CELA3A	7
SRCIN1	9
ACSM5	7
NCBP2L	0
AGPS	8
PTPN22	4
AC073610.5,ARF3	0
RFNG	10
COL24A1	37
PDDC1	1
OGG1	5
CALHM2	4
ORM1	1
ZNF18	2
FDCSP	0
MLC1	4
EFCAB13	5
C2orf74	0
HSD17B4	9
RP11-302B13.5	3
TRUB1	4
TBC1D28	0
NOD2	16
FNDC8	1
GLUD1	3
AL136115.1	1
MARK1	10
BLOC1S3	3
ZDHHC3	1
B4GALT4	2
AL163636.6	0
AC011298.1	0
NXPH4	6
LAIR2	2
C12orf61	1
OR2A2	1
HS3ST4	0
MRPS31	2
MT1A	1
TMEM198	10
GDF15	6
PIGR	14
CNOT8	3
REPIN1	8
SUPT3H	4
LINC00935	0
TMEM14A	1
SF3A3	2
SRSF5	5
SH3BP5	9
TTC12	8
IGLV5-48	0
SNCB	5
CYP1A2	8
RGCC	0
CLDN20	0
CEP290	5
KRT28	5
TRIM39,TRIM39-RPP21	0
UNC45A	11
EPB41L3	12
CRY1	8
SNX21	6
POLR2D	0
COL21A1	25
TEX10	6
R3HDML	3
C6orf203	0
C5orf54	5
ANGPTL3	3
C12orf60	1
HCLS1	8
CHGB	7
KRTAP8-1	2
DDAH1	6
OC90	8
PLA1A	4
WT1	5
MMP19	7
SIGLEC15	6
POLRMT	2
SH3GL2	5
TIAL1	4
APOH	4
OR51A7	1
C14orf93	5
CCDC60	4
RP11-201K10.3	3
LINC00692	0
OR9G1	7
C10orf91	2
DNAJC3	7
SMG7	5
IYD	0
CLDN12	3
KANSL2	4
HOOK2	5
GAREML	4
ARHGAP27	5
ENTHD1	2
PPP1R13B	5
SLC43A3	5
GUCY1A3	7
AL583828.1	0
LRIG3	12
SEPT9	7
EQTN	1
ANTXRL	0
ELMO1	2
CES5A	4
RP11-477N12.3	2
TRIM7	10
BEST1	0
CDH9	10
MS4A1	0
C21orf59	0
PRDX5	4
TRIM39	1
GPR85	5
STAB2	40
TUBB6	6
GPR149	11
ARMCX2	0
MBD3L5	0
DMP1	6
KIAA1462	12
SNX7	5
HIST1H2BL	0
SLC25A29	5
LCT	25
TMEM67	5
ZNF764	9
OR5AU1	6
PRSS46	1
PPIH	3
EIF2AK2	8
PARPBP	1
UQCC1	2
CLDN4	5
IL1RL1	1
ZNF517	15
KMT2E	14
LMOD2	5
S100A5	0
OR9G4	2
TRAJ17	1
PIWIL4	6
TRIM14	5
C17orf47	2
TCEA2	1
OR1A2	3
RAB30	1
PURA	10
FST	2
RBM3	0
FOLR4	5
HOXD13	6
TSPAN16	6
MAST3	14
LECT2	2
SLC47A2	17
DBF4	3
MB	1
CEACAM16	6
RDH11,RP11-1012A1.4	2
GGT6	10
RGN	0
LIPE	14
OSBPL11	3
TRH	5
HENMT1	5
HIAT1	3
BRINP2	10
PRRT4	4
C19orf38	1
BAIAP3	11
RSPH10B	1
CABP1	0
OR5B2	1
IL1RAP	1
CBX7	2
SUMO4	1
CYP17A1	3
FGF23	3
AL021546.6,COX6A1	1
AAMP	6
PCDH7	10
HTRA2	3
GPR148	0
SLX1B	0
PIDD	16
ZNF229	14
GPR15	3
CSRP2BP	5
SFXN5	4
BHLHE41	3
ACADL	2
LPCAT4	9
TSC2	18
ZNF878,CTD-2006C1.10	0
GOSR1	1
GABPA	4
RFPL1	2
ZNF800	2
TCEAL6	0
FOXRED2	11
MAP1S	11
SLC35E1	2
AVPI1	1
IPPK	3
C10orf115	0
MPZL1	3
GFM1	7
HIP1R	7
HAUS4,RP11-298I3.5	0
ARHGAP11B	0
METTL2A	3
LRRC8E	4
PGAP2	3
ESRP2	17
ARHGEF28	11
SLCO2A1	8
BNC1	9
ANXA8L1	0
C19orf54	6
VAMP7	0
TTC30B	5
DUSP19	5
C9orf171	3
IRAK3	6
PABPC3	7
GRM1	22
PPAPDC2	8
CCDC127	0
SLC22A18AS	3
STARD3NL	1
NRBP1	0
TRIM66	2
PTGES3L	0
KHDRBS2	7
XXYLT1	5
SLC9C2	4
TAAR2	5
PDIA3	4
MYO5B	5
MAPK8	9
LMNA	9
PAQR3	1
DCUN1D3	6
ENC1	7
CCDC39	2
HCFC2	8
ZNF823	8
CTD-2535L24.2,CEP112	0
RPRD2	13
ZSCAN29	4
NRGN	1
HNRNPA3	7
ANKRD1	2
LYZL4	2
PYGB	10
ALS2CR11	3
CA2	2
SSMEM1	2
KRT36	3
SSUH2	5
ECD	3
OR1L4	0
MC1R,TUBB3	5
SGSH	4
PAIP2	0
TCTE3	0
ARTN	1
TRAV1-1	2
SLC13A1	4
SLC25A31	1
RGS3	15
LATS1	8
EMC2	3
SEC63	5
IFIT2	3
SOGA1	12
DPYD	9
DIP2A	18
TMPRSS7	11
C1QL4	8
LRIG1	14
SULT1B1	0
PLXND1	20
KLHL8	11
AKR7L	1
PDCD10	0
PPA1	1
FAAH	9
USH1C	15
TMEM242	2
ZBTB17	11
CCDC114	6
GLA	0
RAP2C	0
MLH1	4
NAA40	5
NME7	2
B3GALTL	3
PMP2	1
TM9SF4	6
TSPAN1	1
DBX1	7
ECI1	3
CROT	1
FOPNL	1
RAB22A	1
GTF2A2	0
TMEM108	9
CLEC3A	2
AC135178.1	0
UBE2O	15
NXF1	7
DVL3	15
OXER1	7
DLX6	3
TMTC3	1
HSPG2	71
CCDC142	8
ETHE1	3
PLRG1	4
DHX35	7
ZDHHC16	2
SYT4	4
CYP2J2	2
EED	7
NUDT16L1	6
TNFRSF19	4
AC104667.3	3
CTSW	5
P4HA1	7
ACBD4	9
VSTM4	5
CAPN5	15
KRCC1	0
DNAJC5G	2
RP11-5A19.5,FBXL8	0
SH2D2A	3
FNDC3B	18
EPS8L3	6
PRR25	10
SHISA7	5
OGT	0
C19orf82	0
NETO2	4
ARMC6	4
AL031663.2	0
EHD4	8
CTD-2192J16.20,ZNF490	2
ATP2B3	0
ERVW-1	0
URAD	0
CASP16	0
NBPF16	0
ARHGEF33	3
DGKZ	17
RPL39	0
BARD1	9
BRDT	2
NR2F2	4
RP11-497E19.2	0
C12orf75	0
SLC6A16	6
IRGC	15
PPY	1
PCBP2	7
CDH10	6
POMP	0
TMEM98	1
DNAH3	33
TNNI3	0
GSTM3	3
CLEC18B	0
RNF165	2
APPBP2	1
KRT222	1
LIX1L	3
DSCR4	2
KIAA0247	4
NAPG	3
MYADML2	2
MED13L	19
PI4K2A	4
BRD4	5
CCDC140	3
CD84	2
FGF8	3
EFS	14
MAX	1
MEF2B,MEF2BNB-MEF2B	5
FLG2	81
ZBTB37	4
NLN	5
GIGYF2	13
TXNDC17	2
HN1L	1
PDXK	7
ENG	6
ENPP3	9
AP000974.1	3
IGLV2-33	0
MPHOSPH10	3
TMEM56,TMEM56-RWDD3	2
MRPL45	0
PHF21B	6
MUS81	7
AHSP	2
DGCR6	2
PTAFR	1
HHLA3	0
CDH26	6
C1orf115	3
NPTN	4
CSTL1	2
UNK	8
CCNO	5
RNF25	6
CRTC2	12
ETV5	4
ATP1B3	3
S100A4	0
OSBPL10	6
ZNF667	6
GGNBP2	1
C4orf36	2
NUDCD1	1
SULT6B1	3
CLSTN3	12
C19orf10	3
HOXC12	8
BAG1	1
FMNL3	4
OR14A2	2
RP11-219B4.5	0
C9orf114	2
BEND4	3
KRTAP5-5	5
TUBA3E	6
HNRNPL	11
DLL4	11
C9orf117	1
CCDC40	12
NLGN2	17
C4BPA	8
ID2	1
DRD5	4
MICB	0
S1PR4	13
PAFAH1B2	4
ARHGAP33	25
RASSF4	4
CTD-2583A14.10	0
AMDHD1	5
RPS19	4
AC004381.6	5
DPAGT1	3
PDCD5	1
AL590822.2	0
ALX1	3
TAF13	3
IGLV3-25	0
DCAF15	6
GGT7	8
RNASE7	2
DCXR	4
UBR4	31
FAM63A	4
GJB1	0
GLT8D2	1
RP11-986E7.7,SERPINA5	1
MFGE8	5
SPACA3	2
EML4	15
PTPRN	14
DIS3L	11
CFHR1	1
PEBP1	0
SNX31	3
TBC1D9B	15
MCF2L2	5
ANKRD66	0
KIR3DL3	0
SLC9A4	9
C1QTNF7	9
MYLK2	13
ETF1	1
DYRK3	4
C10orf105	0
LSP1	1
CDK5R1	4
TRDC	0
CCDC63	3
DDA1	2
RP11-139J15.7,NSUN6	1
TOX3	2
MLN	1
ACVRL1	7
HIST1H3I	2
FRMD1	9
SLC22A4	5
KLK1	2
CBY3	2
DEXI	1
FREM1	36
CCDC15	1
AC008132.13	1
ST20	0
RCAN3	3
WIPF1	16
CCDC57	5
RHBDF1	0
AOX1	15
RIMBP3	0
KDM5D	0
NUPR1L	2
RIT2	1
FBXL19	7
LLGL1	13
C5	9
C19orf18	0
NFAM1	3
GHSR	5
TMEM119	5
RP11-468E2.4,RNF31	4
MAB21L1	2
ZNF530	10
SGK2	4
CDKL1	6
HNRNPUL2,HNRNPUL2-BSCL2	13
TXK	3
OIT3	10
NXF5	0
DNAH2	37
OR9K2	4
NPEPPS	3
OSBPL3	5
HIST1H1B	7
UBL5	1
WDR88	5
CEACAM5	4
ACSL4	0
PPIAL4G	0
PTPN4	2
POLR2H	1
REN	8
TMPRSS11E	1
RP11-113D6.10	0
ZNF785	6
ASTL	6
MFSD3	8
OR3A1	4
BCAM	0
MAT2A	5
ITPKA	7
ZDHHC24	3
ZNF177,ZNF559-ZNF177	6
MTHFD2L	2
LY6E	4
ZNF668	5
CCDC159	1
RGMB	5
AL359195.1	3
RHBDD2	2
LACTB2	0
ARFGEF1	6
PWP1	3
AKT3	4
FAXDC2	6
SLC37A1	9
CST1	5
RP11-318A15.7,METTL23	0
CYP2E1	7
RAB10	4
TMX1	1
GIPC3	9
RPL7	1
MTBP	4
HMGN5	0
MTF1	8
MPP6	6
TMEM245	8
HOXC11	4
MTRNR2L3	0
RIOK3	3
NLRP14	5
ZBTB32	9
SCML1	0
PRAMEF18	0
TSPAN32	2
GPR119	0
SDAD1	0
KRTAP13-1	4
FAM124B	6
GNG4	0
SHPK	9
PNMAL2,AC011484.1	0
TMEM185B	1
TBL2	3
HRG	8
CD300LG	8
ALG5	4
EDN1	0
C11orf84	0
FKBP1A	1
IER5L	7
RQCD1	0
GLRX5	4
RARG	5
RABIF	2
STT3A	8
KRT76	20
ZNF491	4
ZNF320	0
CASD1	2
AC079354.1	2
DTD2,RP11-176H8.1	1
GLRB	1
GCGR	4
ASB10	9
USP22	3
GBA2	13
GSKIP	1
TRAV30	2
IL24	0
MX2	4
FAM45A	4
DUOX2	16
RBM15B	14
HIGD2A	1
LINGO2	11
PLA2G15	7
